ts,open,high,low,close
2025-10-18T11:32:06.153260+00:00,38761.117277,38774.215414,38747.650140,38741.209526
2025-10-18T11:33:06.153260+00:00,38741.209526,38754.694028,38729.582899,38758.500750
2025-10-18T11:34:06.153260+00:00,38758.500750,38773.098381,38744.021274,38780.666726
2025-10-18T11:35:06.153260+00:00,38780.666726,38802.835090,38761.447187,38751.301164
2025-10-18T11:36:06.153260+00:00,38751.301164,38757.793135,38745.100437,38754.308633
2025-10-18T11:37:06.153260+00:00,38754.308633,38794.686931,38717.956293,38814.741324
2025-10-18T11:38:06.153260+00:00,38814.741324,38846.282130,38784.529745,38861.512739
2025-10-18T11:39:06.153260+00:00,38861.512739,38872.882378,38852.503618,38848.865699
2025-10-18T11:40:06.153260+00:00,38848.865699,38880.442937,38818.767422,38898.036634
2025-10-18T11:41:06.153260+00:00,38898.036634,38904.043583,38894.482406,38893.428689
2025-10-18T11:42:06.153260+00:00,38893.428689,38894.825053,38887.959020,38892.560353
2025-10-18T11:43:06.153260+00:00,38892.560353,38907.368474,38875.882292,38871.746160
2025-10-18T11:44:06.153260+00:00,38871.746160,38874.194196,38866.498629,38871.150525
2025-10-18T11:45:06.153260+00:00,38871.150525,38876.419925,38866.293376,38874.894807
2025-10-18T11:46:06.153260+00:00,38874.894807,38898.769873,38851.354847,38843.401729
2025-10-18T11:47:06.153260+00:00,38843.401729,38849.131153,38834.055466,38835.158185
2025-10-18T11:48:06.153260+00:00,38835.158185,38851.299346,38818.506357,38855.521464
2025-10-18T11:49:06.153260+00:00,38855.521464,38879.329850,38833.982348,38889.340564
2025-10-18T11:50:06.153260+00:00,38889.340564,38896.896553,38881.422487,38884.284310
2025-10-18T11:51:06.153260+00:00,38884.284310,38890.387734,38874.823852,38891.883222
2025-10-18T11:52:06.153260+00:00,38891.883222,38916.456838,38870.562611,38926.272172
2025-10-18T11:53:06.153260+00:00,38926.272172,38939.713091,38912.790726,38948.279998
2025-10-18T11:54:06.153260+00:00,38948.279998,38953.426680,38944.711724,38947.969171
2025-10-18T11:55:06.153260+00:00,38947.969171,38953.756665,38940.281517,38941.772811
2025-10-18T11:56:06.153260+00:00,38941.772811,38951.842252,38934.056096,38952.055696
2025-10-18T11:57:06.153260+00:00,38952.055696,38971.064567,38930.872496,38981.402454
2025-10-18T11:58:06.153260+00:00,38981.402454,38991.436586,38971.538402,38966.393517
2025-10-18T11:59:06.153260+00:00,38966.393517,38996.977232,38936.807446,38917.187897
2025-10-18T12:00:06.153260+00:00,38917.187897,38921.740525,38911.406916,38922.751880
2025-10-18T12:01:06.153260+00:00,38922.751880,38956.732837,38890.140726,38874.076178
2025-10-18T12:02:06.153260+00:00,38874.076178,38879.304300,38868.384223,38881.599895
2025-10-18T12:03:06.153260+00:00,38881.599895,38890.512452,38875.889862,38873.112100
2025-10-18T12:04:06.153260+00:00,38873.112100,38910.112510,38833.694215,38815.728628
2025-10-18T12:05:06.153260+00:00,38815.728628,38848.518420,38783.249573,38864.991752
2025-10-18T12:06:06.153260+00:00,38864.991752,38881.717013,38848.071478,38887.436698
2025-10-18T12:07:06.153260+00:00,38887.436698,38915.438362,38858.755038,38931.573378
2025-10-18T12:08:06.153260+00:00,38931.573378,38991.173484,38870.540376,38837.964126
2025-10-18T12:09:06.153260+00:00,38837.964126,38862.929813,38814.327663,38872.730802
2025-10-18T12:10:06.153260+00:00,38872.730802,38888.401932,38858.079662,38851.265562
2025-10-18T12:11:06.153260+00:00,38851.265562,38875.370742,38826.396732,38886.821584
2025-10-18T12:12:06.153260+00:00,38886.821584,38899.115706,38870.252258,38906.262835
2025-10-18T12:13:06.153260+00:00,38906.262835,38919.539706,38890.130546,38887.282196
2025-10-18T12:14:06.153260+00:00,38887.282196,38932.619578,38839.116127,38961.011194
2025-10-18T12:15:06.153260+00:00,38961.011194,38997.843923,38922.807707,38903.811905
2025-10-18T12:16:06.153260+00:00,38903.811905,38930.589384,38875.872939,38944.750079
2025-10-18T12:17:06.153260+00:00,38944.750079,38975.527129,38914.427799,38988.551375
2025-10-18T12:18:06.153260+00:00,38988.551375,38991.369850,38982.047276,38985.121693
2025-10-18T12:19:06.153260+00:00,38985.121693,38990.705257,38976.118365,38976.784186
2025-10-18T12:20:06.153260+00:00,38976.784186,38991.238090,38963.470828,38960.245448
2025-10-18T12:21:06.153260+00:00,38960.245448,39021.698116,38899.583209,39057.655388
2025-10-18T12:22:06.153260+00:00,39057.655388,39076.750542,39035.578435,39087.532094
2025-10-18T12:23:06.153260+00:00,39087.532094,39113.848152,39059.088498,39128.191644
2025-10-18T12:24:06.153260+00:00,39128.191644,39140.388994,39114.675199,39144.489341
2025-10-18T12:25:06.153260+00:00,39144.489341,39157.909007,39127.258884,39122.240584
2025-10-18T12:26:06.153260+00:00,39122.240584,39127.060648,39113.628207,39129.299711
2025-10-18T12:27:06.153260+00:00,39129.299711,39156.048009,39104.952249,39169.787210
2025-10-18T12:28:06.153260+00:00,39169.787210,39182.264849,39158.696785,39153.365990
2025-10-18T12:29:06.153260+00:00,39153.365990,39182.021177,39125.514914,39198.971404
2025-10-18T12:30:06.153260+00:00,39198.971404,39241.749868,39153.751596,39266.817345
2025-10-18T12:31:06.153260+00:00,39266.817345,39297.849027,39235.056285,39315.373166
2025-10-18T12:32:06.153260+00:00,39315.373166,39328.002999,39300.756141,39335.212811
2025-10-18T12:33:06.153260+00:00,39335.212811,39363.009341,39305.566736,39378.574143
2025-10-18T12:34:06.153260+00:00,39378.574143,39394.092742,39364.648404,39359.799928
2025-10-18T12:35:06.153260+00:00,39359.799928,39383.779336,39338.720428,39394.290587
2025-10-18T12:36:06.153260+00:00,39394.290587,39407.090857,39378.470145,39373.189940
2025-10-18T12:37:06.153260+00:00,39373.189940,39391.743462,39352.013265,39343.474526
2025-10-18T12:38:06.153260+00:00,39343.474526,39380.695063,39303.283422,39284.758509
2025-10-18T12:39:06.153260+00:00,39284.758509,39305.825845,39260.961504,39317.254277
2025-10-18T12:40:06.153260+00:00,39317.254277,39326.245486,39308.742352,39303.298842
2025-10-18T12:41:06.153260+00:00,39303.298842,39311.493621,39296.801179,39293.880870
2025-10-18T12:42:06.153260+00:00,39293.880870,39309.013476,39277.272330,39269.240896
2025-10-18T12:43:06.153260+00:00,39269.240896,39272.385340,39263.313526,39266.301875
2025-10-18T12:44:06.153260+00:00,39266.301875,39291.500400,39243.003823,39231.403516
2025-10-18T12:45:06.153260+00:00,39231.403516,39240.314996,39225.681404,39239.608788
2025-10-18T12:46:06.153260+00:00,39239.608788,39259.713226,39217.841479,39273.108688
2025-10-18T12:47:06.153260+00:00,39273.108688,39286.162073,39258.962701,39253.608722
2025-10-18T12:48:06.153260+00:00,39253.608722,39274.768279,39229.699938,39287.141741
2025-10-18T12:49:06.153260+00:00,39287.141741,39289.827181,39283.463554,39289.025834
2025-10-18T12:50:06.153260+00:00,39289.025834,39314.097247,39263.289079,39248.039234
2025-10-18T12:51:06.153260+00:00,39248.039234,39255.572007,39242.094677,39253.448529
2025-10-18T12:52:06.153260+00:00,39253.448529,39261.967324,39248.528388,39246.038972
2025-10-18T12:53:06.153260+00:00,39246.038972,39258.866469,39231.253676,39267.408954
2025-10-18T12:54:06.153260+00:00,39267.408954,39303.987036,39234.615465,39212.954187
2025-10-18T12:55:06.153260+00:00,39212.954187,39221.574378,39205.102025,39205.530898
2025-10-18T12:56:06.153260+00:00,39205.530898,39228.459810,39181.687127,39169.535533
2025-10-18T12:57:06.153260+00:00,39169.535533,39190.368968,39150.714403,39196.110716
2025-10-18T12:58:06.153260+00:00,39196.110716,39217.801671,39171.730577,39161.801115
2025-10-18T12:59:06.153260+00:00,39161.801115,39191.419508,39134.803791,39118.407555
2025-10-18T13:00:06.153260+00:00,39118.407555,39158.378691,39078.879515,39181.170695
2025-10-18T13:01:06.153260+00:00,39181.170695,39184.042175,39174.097513,39176.467241
2025-10-18T13:02:06.153260+00:00,39176.467241,39196.381234,39154.556034,39209.426958
2025-10-18T13:03:06.153260+00:00,39209.426958,39245.905182,39173.416835,39265.055556
2025-10-18T13:04:06.153260+00:00,39265.055556,39288.005468,39243.152833,39234.848827
2025-10-18T13:05:06.153260+00:00,39234.848827,39243.291238,39224.048216,39221.320833
2025-10-18T13:06:06.153260+00:00,39221.320833,39234.020638,39210.912807,39237.817215
2025-10-18T13:07:06.153260+00:00,39237.817215,39243.048564,39230.144776,39231.609709
2025-10-18T13:08:06.153260+00:00,39231.609709,39238.133492,39221.722803,39241.141586
2025-10-18T13:09:06.153260+00:00,39241.141586,39265.044884,39218.725682,39278.411814
2025-10-18T13:10:06.153260+00:00,39278.411814,39293.804157,39262.029308,39300.428606
2025-10-18T13:11:06.153260+00:00,39300.428606,39308.495527,39293.459128,39307.337822
2025-10-18T13:12:06.153260+00:00,39307.337822,39322.405826,39293.936624,39287.929330
2025-10-18T13:13:06.153260+00:00,39287.929330,39319.001913,39259.025096,39336.047129
2025-10-18T13:14:06.153260+00:00,39336.047129,39346.987008,39326.042735,39351.903219
2025-10-18T13:15:06.153260+00:00,39351.903219,39357.168449,39347.871363,39346.041993
2025-10-18T13:16:06.153260+00:00,39346.041993,39365.394617,39323.534284,39314.599501
2025-10-18T13:17:06.153260+00:00,39314.599501,39320.597364,39305.380703,39323.213504
2025-10-18T13:18:06.153260+00:00,39323.213504,39331.699236,39314.311254,39331.104784
2025-10-18T13:19:06.153260+00:00,39331.104784,39389.925349,39271.656169,39427.349187
2025-10-18T13:20:06.153260+00:00,39427.349187,39453.675509,39400.086995,39466.889917
2025-10-18T13:21:06.153260+00:00,39466.889917,39470.700462,39465.336788,39464.436237
2025-10-18T13:22:06.153260+00:00,39464.436237,39469.749143,39459.711890,39462.988674
2025-10-18T13:23:06.153260+00:00,39462.988674,39467.937313,39460.902609,39461.856641
2025-10-18T13:24:06.153260+00:00,39461.856641,39471.223166,39454.694687,39470.141110
2025-10-18T13:25:06.153260+00:00,39470.141110,39478.218926,39460.526369,39477.919520
2025-10-18T13:26:06.153260+00:00,39477.919520,39480.499229,39474.860041,39474.148489
2025-10-18T13:27:06.153260+00:00,39474.148489,39477.285418,39472.105759,39472.128096
2025-10-18T13:28:06.153260+00:00,39472.128096,39491.176595,39451.937903,39440.607450
2025-10-18T13:29:06.153260+00:00,39440.607450,39463.361568,39418.364928,39475.395136
2025-10-18T13:30:06.153260+00:00,39475.395136,39486.851160,39461.552629,39492.464323
2025-10-18T13:31:06.153260+00:00,39492.464323,39505.071605,39483.948652,39506.267700
2025-10-18T13:32:06.153260+00:00,39506.267700,39527.926749,39483.153039,39473.394983
2025-10-18T13:33:06.153260+00:00,39473.394983,39484.634647,39464.541296,39460.382129
2025-10-18T13:34:06.153260+00:00,39460.382129,39486.382972,39434.908899,39424.002610
2025-10-18T13:35:06.153260+00:00,39424.002610,39436.352822,39411.335943,39437.101628
2025-10-18T13:36:06.153260+00:00,39437.101628,39441.020563,39433.902137,39432.107564
2025-10-18T13:37:06.153260+00:00,39432.107564,39461.473997,39405.493796,39476.239323
2025-10-18T13:38:06.153260+00:00,39476.239323,39492.649855,39463.128542,39496.650141
2025-10-18T13:39:06.153260+00:00,39496.650141,39498.523935,39495.709905,39496.948309
2025-10-18T13:40:06.153260+00:00,39496.948309,39508.966284,39484.489487,39482.761870
2025-10-18T13:41:06.153260+00:00,39482.761870,39503.825211,39460.526242,39516.082130
2025-10-18T13:42:06.153260+00:00,39516.082130,39528.879148,39507.503187,39502.816520
2025-10-18T13:43:06.153260+00:00,39502.816520,39528.862940,39480.168553,39538.166735
2025-10-18T13:44:06.153260+00:00,39538.166735,39551.171834,39527.218536,39555.366471
2025-10-18T13:45:06.153260+00:00,39555.366471,39601.428032,39510.503247,39482.614537
2025-10-18T13:46:06.153260+00:00,39482.614537,39516.615242,39448.825350,39538.234838
2025-10-18T13:47:06.153260+00:00,39538.234838,39559.480479,39514.945816,39502.954011
2025-10-18T13:48:06.153260+00:00,39502.954011,39544.088883,39462.307047,39565.783528
2025-10-18T13:49:06.153260+00:00,39565.783528,39589.232198,39542.763288,39601.599561
2025-10-18T13:50:06.153260+00:00,39601.599561,39627.207895,39571.759601,39559.046095
2025-10-18T13:51:06.153260+00:00,39559.046095,39598.582890,39518.364455,39619.361362
2025-10-18T13:52:06.153260+00:00,39619.361362,39631.424767,39605.443285,39636.802276
2025-10-18T13:53:06.153260+00:00,39636.802276,39670.544135,39602.109510,39586.319515
2025-10-18T13:54:06.153260+00:00,39586.319515,39615.995646,39555.412917,39539.554543
2025-10-18T13:55:06.153260+00:00,39539.554543,39542.083653,39535.966278,39539.563562
2025-10-18T13:56:06.153260+00:00,39539.563562,39544.251179,39535.643672,39534.154818
2025-10-18T13:57:06.153260+00:00,39534.154818,39549.806345,39522.331611,39515.819779
2025-10-18T13:58:06.153260+00:00,39515.819779,39565.563133,39465.972397,39591.664641
2025-10-18T13:59:06.153260+00:00,39591.664641,39614.912666,39572.620259,39560.687782
2025-10-18T14:00:06.153260+00:00,39560.687782,39573.102204,39547.845864,39580.939222
2025-10-18T14:01:06.153260+00:00,39580.939222,39591.983751,39574.030536,39570.349651
2025-10-18T14:02:06.153260+00:00,39570.349651,39601.833715,39543.291472,39615.142223
2025-10-18T14:03:06.153260+00:00,39615.142223,39619.291261,39612.467603,39613.971451
2025-10-18T14:04:06.153260+00:00,39613.971451,39649.546163,39577.873027,39673.137069
2025-10-18T14:05:06.153260+00:00,39673.137069,39712.152957,39631.748759,39737.163976
2025-10-18T14:06:06.153260+00:00,39737.163976,39741.754146,39736.683980,39737.540371
2025-10-18T14:07:06.153260+00:00,39737.540371,39764.378650,39709.419216,39778.543120
2025-10-18T14:08:06.153260+00:00,39778.543120,39785.065917,39773.189408,39775.161954
2025-10-18T14:09:06.153260+00:00,39775.161954,39776.605258,39771.956903,39775.365424
2025-10-18T14:10:06.153260+00:00,39775.365424,39780.869881,39767.943125,39766.394792
2025-10-18T14:11:06.153260+00:00,39766.394792,39787.859123,39745.025485,39737.926701
2025-10-18T14:12:06.153260+00:00,39737.926701,39747.172019,39725.814662,39723.904992
2025-10-18T14:13:06.153260+00:00,39723.904992,39762.996030,39687.920690,39782.103314
2025-10-18T14:14:06.153260+00:00,39782.103314,39792.111193,39773.798081,39793.208525
2025-10-18T14:15:06.153260+00:00,39793.208525,39809.061983,39777.782941,39814.156726
2025-10-18T14:16:06.153260+00:00,39814.156726,39836.516817,39792.047809,39847.492171
2025-10-18T14:17:06.153260+00:00,39847.492171,39855.996881,39836.740590,39857.699500
2025-10-18T14:18:06.153260+00:00,39857.699500,39879.663971,39835.937802,39887.705991
2025-10-18T14:19:06.153260+00:00,39887.705991,39922.110699,39851.687574,39835.045170
2025-10-18T14:20:06.153260+00:00,39835.045170,39842.087688,39827.499111,39843.030326
2025-10-18T14:21:06.153260+00:00,39843.030326,39902.196049,39783.894141,39934.284314
2025-10-18T14:22:06.153260+00:00,39934.284314,39953.136486,39915.974434,39910.288031
2025-10-18T14:23:06.153260+00:00,39910.288031,39948.631474,39871.521397,39851.660682
2025-10-18T14:24:06.153260+00:00,39851.660682,39871.919105,39831.308160,39878.581485
2025-10-18T14:25:06.153260+00:00,39878.581485,39885.290746,39871.673598,39881.908052
2025-10-18T14:26:06.153260+00:00,39881.908052,39894.469536,39869.309697,39899.734389
2025-10-18T14:27:06.153260+00:00,39899.734389,39917.311418,39883.897062,39924.172848
2025-10-18T14:28:06.153260+00:00,39924.172848,39939.767376,39912.409946,39905.495503
2025-10-18T14:29:06.153260+00:00,39905.495503,39923.011681,39889.366449,39930.734828
2025-10-18T14:30:06.153260+00:00,39930.734828,39936.588683,39928.659734,39928.455785
2025-10-18T14:31:06.153260+00:00,39928.455785,39935.540318,39923.355579,39920.532302
2025-10-18T14:32:06.153260+00:00,39920.532302,39942.158816,39901.084493,39952.885342
2025-10-18T14:33:06.153260+00:00,39952.885342,39977.243987,39925.657354,39913.908937
2025-10-18T14:34:06.153260+00:00,39913.908937,39955.905094,39870.358095,39983.482954
2025-10-18T14:35:06.153260+00:00,39983.482954,39992.953526,39972.993125,39992.897772
2025-10-18T14:36:06.153260+00:00,39992.897772,40033.799073,39956.548391,39933.025299
2025-10-18T14:37:06.153260+00:00,39933.025299,39954.013851,39909.466540,39899.815679
2025-10-18T14:38:06.153260+00:00,39899.815679,39917.890912,39886.339699,39922.018552
2025-10-18T14:39:06.153260+00:00,39922.018552,39933.354249,39909.697895,39939.334075
2025-10-18T14:40:06.153260+00:00,39939.334075,39958.247311,39920.635094,39962.639801
2025-10-18T14:41:06.153260+00:00,39962.639801,40006.381376,39921.371575,39897.834966
2025-10-18T14:42:06.153260+00:00,39897.834966,39906.913288,39889.650367,39890.027491
2025-10-18T14:43:06.153260+00:00,39890.027491,39905.238906,39872.085565,39868.337299
2025-10-18T14:44:06.153260+00:00,39868.337299,39901.361679,39831.888475,39815.526485
2025-10-18T14:45:06.153260+00:00,39815.526485,39823.094448,39805.040464,39803.249321
2025-10-18T14:46:06.153260+00:00,39803.249321,39807.936678,39799.447234,39809.002725
2025-10-18T14:47:06.153260+00:00,39809.002725,39816.492322,39798.566854,39820.254653
2025-10-18T14:48:06.153260+00:00,39820.254653,39826.929820,39815.857601,39825.228147
2025-10-18T14:49:06.153260+00:00,39825.228147,39832.672748,39819.981164,39829.358956
2025-10-18T14:50:06.153260+00:00,39829.358956,39836.126583,39820.771334,39821.443344
2025-10-18T14:51:06.153260+00:00,39821.443344,39826.008288,39815.582942,39814.365005
2025-10-18T14:52:06.153260+00:00,39814.365005,39824.722458,39800.051990,39797.261280
2025-10-18T14:53:06.153260+00:00,39797.261280,39805.874144,39792.102057,39804.946531
2025-10-18T14:54:06.153260+00:00,39804.946531,39821.657158,39788.301804,39828.417875
2025-10-18T14:55:06.153260+00:00,39828.417875,39834.635361,39820.980678,39821.753683
2025-10-18T14:56:06.153260+00:00,39821.753683,39847.926159,39793.059609,39781.852055
2025-10-18T14:57:06.153260+00:00,39781.852055,39788.552469,39773.287399,39775.041905
2025-10-18T14:58:06.153260+00:00,39775.041905,39781.767949,39769.178635,39781.771572
2025-10-18T14:59:06.153260+00:00,39781.771572,39804.043811,39758.133890,39813.836597
2025-10-18T15:00:06.153260+00:00,39813.836597,39823.928253,39801.066981,39827.165810
2025-10-18T15:01:06.153260+00:00,39827.165810,39830.333391,39824.516402,39824.263537
2025-10-18T15:02:06.153260+00:00,39824.263537,39846.115628,39802.233882,39853.293578
2025-10-18T15:03:06.153260+00:00,39853.293578,39860.375017,39846.349340,39859.567680
2025-10-18T15:04:06.153260+00:00,39859.567680,39875.208784,39842.847962,39880.463212
2025-10-18T15:05:06.153260+00:00,39880.463212,39890.397237,39869.402551,39869.464045
2025-10-18T15:06:06.153260+00:00,39869.464045,39894.849530,39847.265171,39834.584872
2025-10-18T15:07:06.153260+00:00,39834.584872,39871.132160,39798.238632,39892.301344
2025-10-18T15:08:06.153260+00:00,39892.301344,39911.327247,39869.844515,39862.536554
2025-10-18T15:09:06.153260+00:00,39862.536554,39871.224920,39853.599117,39870.729112
2025-10-18T15:10:06.153260+00:00,39870.729112,39900.846148,39837.705391,39918.145223
2025-10-18T15:11:06.153260+00:00,39918.145223,39968.970953,39863.499597,40002.015308
2025-10-18T15:12:06.153260+00:00,40002.015308,40005.527954,39997.262133,40002.358488
2025-10-18T15:13:06.153260+00:00,40002.358488,40005.852310,39995.998254,39999.977808
2025-10-18T15:14:06.153260+00:00,39999.977808,40014.230108,39984.868396,40020.683587
2025-10-18T15:15:06.153260+00:00,40020.683587,40047.523514,39992.830239,40062.830653
2025-10-18T15:16:06.153260+00:00,40062.830653,40067.784709,40056.334445,40065.885281
2025-10-18T15:17:06.153260+00:00,40065.885281,40070.744204,40061.672936,40063.291992
2025-10-18T15:18:06.153260+00:00,40063.291992,40075.848620,40054.040023,40050.399851
2025-10-18T15:19:06.153260+00:00,40050.399851,40052.919596,40044.962811,40046.933405
2025-10-18T15:20:06.153260+00:00,40046.933405,40056.457512,40040.002299,40037.276031
2025-10-18T15:21:06.153260+00:00,40037.276031,40044.773786,40026.659263,40048.564792
2025-10-18T15:22:06.153260+00:00,40048.564792,40074.866676,40023.739745,40008.767506
2025-10-18T15:23:06.153260+00:00,40008.767506,40022.175763,39997.867729,39994.063360
2025-10-18T15:24:06.153260+00:00,39994.063360,40016.486704,39975.137743,39963.216686
2025-10-18T15:25:06.153260+00:00,39963.216686,39974.162394,39950.766693,39945.168000
2025-10-18T15:26:06.153260+00:00,39945.168000,39956.006339,39932.553448,39931.080341
2025-10-18T15:27:06.153260+00:00,39931.080341,39952.358194,39911.615536,39900.306435
2025-10-18T15:28:06.153260+00:00,39900.306435,39905.707965,39894.988184,39892.427303
2025-10-18T15:29:06.153260+00:00,39892.427303,39906.914807,39878.476438,39871.741214
2025-10-18T15:30:06.153260+00:00,39871.741214,39879.358132,39865.217785,39863.667906
2025-10-18T15:31:06.153260+00:00,39863.667906,39888.484647,39840.003778,39829.516660
2025-10-18T15:32:06.153260+00:00,39829.516660,39838.647615,39817.542418,39842.443403
2025-10-18T15:33:06.153260+00:00,39842.443403,39868.204086,39816.688920,39805.265362
2025-10-18T15:34:06.153260+00:00,39805.265362,39824.448965,39785.417652,39779.170856
2025-10-18T15:35:06.153260+00:00,39779.170856,39780.997170,39778.843769,39779.231571
2025-10-18T15:36:06.153260+00:00,39779.231571,39785.640770,39773.407072,39775.238969
2025-10-18T15:37:06.153260+00:00,39775.238969,39776.350987,39773.883255,39776.386070
2025-10-18T15:38:06.153260+00:00,39776.386070,39797.169717,39757.941949,39803.862565
2025-10-18T15:39:06.153260+00:00,39803.862565,39807.079830,39800.870351,39805.800306
2025-10-18T15:40:06.153260+00:00,39805.800306,39809.032861,39802.716089,39804.216029
2025-10-18T15:41:06.153260+00:00,39804.216029,39828.992143,39781.375552,39768.096076
2025-10-18T15:42:06.153260+00:00,39768.096076,39792.601561,39743.464264,39801.909337
2025-10-18T15:43:06.153260+00:00,39801.909337,39829.607568,39775.733919,39761.262596
2025-10-18T15:44:06.153260+00:00,39761.262596,39762.326891,39759.219576,39762.066701
2025-10-18T15:45:06.153260+00:00,39762.066701,39772.412654,39749.843548,39778.030071
2025-10-18T15:46:06.153260+00:00,39778.030071,39780.677076,39772.817845,39779.373991
2025-10-18T15:47:06.153260+00:00,39779.373991,39788.775940,39772.450028,39769.938096
2025-10-18T15:48:06.153260+00:00,39769.938096,39783.241077,39754.358420,39750.502682
2025-10-18T15:49:06.153260+00:00,39750.502682,39769.552818,39731.961429,39776.273842
2025-10-18T15:50:06.153260+00:00,39776.273842,39782.055837,39770.522912,39778.860439
